product_id,detected_at_utc,detected_at,detection_price,entry_price,target_price,stop_price,outcome,minutes_to_outcome,pnl_pct_after_fees,mfe_pct,mae_pct,rsi,macd_hist,source_file,notes
SAPIEN-USD,2025-08-31 07:40:01+00:00,1756626001,0.1542,0.1545084,0.166869072,0.14987314799999998,loss,119.0,-5.359999999999999,2.712862213316569,-3.759277812727324,56.11860436775661,0.0001478867178792614,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 08:20:18+00:00,1756628418,0.07842,0.07857684000000001,0.08486298720000002,0.0762195348,loss,2.0,-5.359999999999999,1.0475860317111119,-3.27938868501203,51.94137977719663,0.00036255584751948686,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 08:52:04+00:00,1756630324,0.179,0.179358,0.19370664,0.17397726,loss,57.0,-5.359999999999999,6.490928757011116,-3.5448655761103454,62.07321218423079,0.0012500752857755428,./data/detections/detections.latest.jsonl,
LRC-USD,2025-08-31 09:39:00+00:00,1756633140,0.0992,0.0993984,0.10735027200000001,0.096416448,loss,11.0,-5.359999999999999,0.7058463717725783,-3.7207842379756606,65.48784603396241,0.0003361581953904219,./data/detections/detections.latest.jsonl,
SAPIEN-USD,2025-08-31 10:40:00+00:00,1756636800,0.1457,0.1459914,0.157670712,0.141611658,timeout,,,4.7321965540435995,-1.364052951064243,41.08529876019124,0.00013001391467099834,./data/detections/detections.latest.jsonl,
NCT-USD,2025-08-31 10:54:00+00:00,1756637640,0.02073,0.02077146,0.0224331768,0.0201483162,timeout,,,1.2446886256430867,-2.5104638768772003,46.6611270638552,4.117667253627755e-05,./data/detections/detections.latest.jsonl,
POL-USD,2025-08-31 12:16:00+00:00,1756642560,0.2901,0.2906802,0.313934616,0.281959794,loss,54.0,-5.359999999999999,1.5893067364065372,-3.054972440503345,63.58689626337923,0.00035929389853610067,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 12:43:08+00:00,1756644188,0.188,0.188376,0.20344608,0.18272471999999998,win,46.0,5.640000000000001,9.35575657196246,-0.6242833481972188,67.77567428293037,0.001000146556423051,./data/detections/detections.latest.jsonl,
SAPIEN-USD,2025-08-31 13:02:03+00:00,1756645323,0.1483,0.1485966,0.160484328,0.14413870199999998,loss,136.0,-5.359999999999999,0.3387695277011771,-3.1606375919772,59.6876691896023,0.0002984543915127574,./data/detections/detections.latest.jsonl,
POLS-USD,2025-08-31 13:33:04+00:00,1756647184,0.2338,0.23426760000000002,0.25300900800000004,0.227239572,win,6.0,5.640000000000001,8.465703323891137,-0.0715421167929442,69.538825469725,0.001053407079442442,./data/detections/detections.latest.jsonl,
ELA-USD,2025-08-31 13:36:30+00:00,1756647390,1.461,1.4639220000000002,1.5810357600000002,1.4200043400000002,win,5.0,5.640000000000001,9.158821303320796,0.34687640461716907,61.92180853238789,0.008733106779591892,./data/detections/detections.latest.jsonl,
RLC-USD,2025-08-31 13:53:00+00:00,1756648380,1.2723,1.2748446,1.3768321680000002,1.236599262,loss,118.0,-5.359999999999999,2.3811059010643287,-3.0940712303287765,51.24233670658175,0.0029873350526636987,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 13:56:00+00:00,1756648560,7.763,7.778526,8.400808080000001,7.54517022,timeout,,,3.6314592250511257,-2.757926116079068,79.19483517388132,0.018089295570548822,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 15:26:01+00:00,1756653961,0.1963,0.1966926,0.212428008,0.190791822,loss,114.0,-5.359999999999999,3.7151372242778757,-3.9618165604603184,54.33262465870871,0.0007714295301561168,./data/detections/detections.latest.jsonl,
PIRATE-USD,2025-08-31 15:30:17+00:00,1756654217,0.0369,0.0369738,0.039931704000000005,0.035864586,loss,17.0,-5.359999999999999,-1.281447944219971,-3.4451422358534933,29.90869122873883,-5.194281239451117e-05,./data/detections/detections.latest.jsonl,
LRC-USD,2025-08-31 15:32:00+00:00,1756654320,0.116,0.116232,0.12553056,0.11274504,loss,20.0,-5.359999999999999,1.2629912588615788,-3.468924220524472,60.79869110869016,0.00022793408985193422,./data/detections/detections.latest.jsonl,
SKL-USD,2025-08-31 15:36:07+00:00,1756654567,0.033,0.033066,0.03571128,0.032074019999999995,loss,11.0,-5.359999999999999,-0.19960079840318778,-3.223855319663693,54.82902092648878,-2.542406854554437e-05,./data/detections/detections.latest.jsonl,
SAPIEN-USD,2025-08-31 15:41:01+00:00,1756654861,0.1463,0.14659260000000002,0.15832000800000004,0.14219482200000003,timeout,,,2.5972661648677953,-1.427493611546582,50.27590724469328,0.00011656239694076163,./data/detections/detections.latest.jsonl,
