product_id,detected_at_utc,detected_at,detection_price,entry_price,target_price,stop_price,outcome,minutes_to_outcome,pnl_pct_after_fees,mfe_pct,mae_pct,rsi,macd_hist,source_file,notes
LINK-USD,2025-08-28 21:50:01+00:00,1756417801,24.923,24.972845999999997,26.970673679999997,24.723117539999997,loss,175.0,-3.36,1.7745434381007508,-1.0725489597781523,64.10426814521716,0.0005470966714956962,./data/detections/detections.latest.jsonl,
LINK-USD,2025-08-28 21:50:15+00:00,1756417815,24.923,24.972845999999997,26.970673679999997,24.723117539999997,loss,175.0,-3.36,1.7745434381007508,-1.0725489597781523,64.10426814521716,0.0005470966714956962,./data/detections/detections.latest.jsonl,
LINK-USD,2025-08-28 21:50:26+00:00,1756417826,24.923,24.972845999999997,26.970673679999997,24.723117539999997,loss,175.0,-3.36,1.7745434381007508,-1.0725489597781523,64.10426814521716,0.0005470966714956962,./data/detections/detections.latest.jsonl,
LINK-USD,2025-08-28 21:50:41+00:00,1756417841,24.923,24.972845999999997,26.970673679999997,24.723117539999997,loss,175.0,-3.36,1.7745434381007508,-1.0725489597781523,64.10426814521716,0.0005470966714956962,./data/detections/detections.latest.jsonl,
LINK-USD,2025-08-28 21:50:53+00:00,1756417853,24.923,24.972845999999997,26.970673679999997,24.723117539999997,loss,175.0,-3.36,1.7745434381007508,-1.0725489597781523,64.10426814521716,0.0005470966714956962,./data/detections/detections.latest.jsonl,
PROMPT-USD,2025-08-28 21:51:01+00:00,1756417861,0.20396,0.20436792,0.22071735360000003,0.2023242408,loss,118.0,-3.36,4.967550680165456,-1.2663044180319605,85.70400009955463,0.0002667243348557396,./data/detections/detections.latest.jsonl,
PUMP-USD,2025-08-28 21:52:25+00:00,1756417945,0.003193,0.0031993860000000002,0.0034553368800000006,0.00316739214,win,31.0,5.640000000000001,8.051982474137208,0.14421517128597738,57.75273601261553,6.607782528240317e-07,./data/detections/detections.latest.jsonl,
PUMP-USD,2025-08-28 21:52:37+00:00,1756417957,0.003193,0.0031993860000000002,0.0034553368800000006,0.00316739214,win,31.0,5.640000000000001,8.051982474137208,0.14421517128597738,57.75273601261553,6.607782528240317e-07,./data/detections/detections.latest.jsonl,
PROMPT-USD,2025-08-28 21:55:00+00:00,1756418100,0.20526,0.20567052,0.2221241616,0.2036138148,loss,109.0,-3.36,4.302745964759547,-1.2060649236458332,89.52853618918992,0.000226900585058373,./data/detections/detections.latest.jsonl,
TREE-USD,2025-08-28 21:55:02+00:00,1756418102,0.4005,0.401301,0.43340508000000005,0.39728799000000004,loss,97.0,-3.36,2.7906733349779778,-1.0717640873060374,66.97334740989871,0.0004379353315568735,./data/detections/detections.latest.jsonl,
TREE-USD,2025-08-28 21:55:19+00:00,1756418119,0.4005,0.401301,0.43340508000000005,0.39728799000000004,loss,97.0,-3.36,2.7906733349779778,-1.0717640873060374,66.97334740989871,0.0004379353315568735,./data/detections/detections.latest.jsonl,
