product_id,detected_at_utc,detected_at,detection_price,entry_price,target_price,stop_price,outcome,minutes_to_outcome,pnl_pct_after_fees,mfe_pct,mae_pct,rsi,macd_hist,source_file,notes
IP-USD,2025-08-30 23:29:00+00:00,1756596540,8.106,8.106,8.34918,8.024939999999999,loss,13.0,-1.05,1.2583271650629113,-1.2336540833950083,69.85375987730615,0.017304015701471647,./data/detections/detections.latest.jsonl,
POLS-USD,2025-08-30 23:29:06+00:00,1756596546,0.2182,0.2182,0.224746,0.21601800000000002,loss,13.0,-1.05,2.933088909257564,-1.1457378551787412,35.26312272597974,0.0006222468521110169,./data/detections/detections.latest.jsonl,
NCT-USD,2025-08-30 23:31:52+00:00,1756596712,0.02092,0.02092,0.0215476,0.0207108,loss,1.0,-1.05,-0.4302103250477973,-1.3384321223709472,62.03157036405431,3.913162916303228e-05,./data/detections/detections.latest.jsonl,
POLS-USD,2025-08-30 23:35:04+00:00,1756596904,0.2223,0.2223,0.228969,0.220077,loss,1.0,-1.05,-0.1799370220422869,-1.2145748987854255,49.008751363060135,0.0006101622087513058,./data/detections/detections.latest.jsonl,
SUKU-USD,2025-08-30 23:36:51+00:00,1756597011,0.0362,0.0362,0.03728600000000001,0.035838,loss,5.0,-1.05,2.4861878453038555,-1.104972375690616,51.76681785957272,0.0001467349764376047,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-30 23:43:00+00:00,1756597380,0.0845,0.0845,0.087035,0.08365500000000001,loss,1.0,-1.05,1.7751479289940697,-1.2189349112426084,77.49995010107139,0.0004259824779585796,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-30 23:47:01+00:00,1756597621,0.09388,0.09388,0.0966964,0.0929412,loss,1.0,-1.05,-0.8201959948870963,-2.939923306348524,78.04879794979061,0.00113721173425291,./data/detections/detections.latest.jsonl,
MNDE-USD,2025-08-30 23:47:06+00:00,1756597626,0.13336,0.13336,0.1373608,0.13202640000000002,win,16.0,2.95,5.593881223755237,0.02999400119974016,90.49222348039675,9.647792450204391e-05,./data/detections/detections.latest.jsonl,
KEYCAT-USD,2025-08-30 23:53:00+00:00,1756597980,0.004489,0.004489,0.00462367,0.00444411,win,1.0,2.95,12.98730229449767,0.0,85.05066443188947,2.8001460871984634e-05,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 00:01:00+00:00,1756598460,0.08887,0.08887,0.09153610000000001,0.0879813,loss,1.0,-1.05,-0.19129064926297623,-2.835602565545192,47.10236464214846,-0.00042921355768525335,./data/detections/detections.latest.jsonl,
PUMP-USD,2025-08-31 00:01:01+00:00,1756598461,0.003476,0.003476,0.00358028,0.00344124,timeout,,,1.8699654775604202,-0.7192174913693838,81.73291086080849,6.070792898844988e-06,./data/detections/detections.latest.jsonl,
DRIFT-USD,2025-08-31 00:02:02+00:00,1756598522,0.632,0.632,0.65096,0.62568,loss,4.0,-1.05,1.5822784810126667,-1.424050632911389,63.63053185878968,0.0002224790083834331,./data/detections/detections.latest.jsonl,
LPT-USD,2025-08-31 00:02:02+00:00,1756598522,7.18,7.18,7.3953999999999995,7.1082,loss,3.0,-1.05,0.41782729805013297,-1.253481894150421,69.64358414097683,0.010073732637668717,./data/detections/detections.latest.jsonl,
CRO-USD,2025-08-31 00:03:00+00:00,1756598580,0.3124,0.3124,0.321772,0.309276,loss,2.0,-1.05,0.9603072983354721,-2.1126760563380254,59.765214862100336,0.0008793994467867855,./data/detections/detections.latest.jsonl,
DRIFT-USD,2025-08-31 00:06:03+00:00,1756598763,0.639,0.639,0.65817,0.63261,loss,1.0,-1.05,-2.3474178403755874,-2.6604068857590035,48.74582968093945,-0.00020376476528850764,./data/detections/detections.latest.jsonl,
SUKU-USD,2025-08-31 00:11:00+00:00,1756599060,0.0335,0.0335,0.034505,0.033165,loss,1.0,-1.05,0.5970149253731405,-1.194029850746281,44.97557678913843,0.00013885629391657676,./data/detections/detections.latest.jsonl,
BONK-USD,2025-08-31 00:11:01+00:00,1756599061,2.276e-05,2.276e-05,2.34428e-05,2.2532399999999998e-05,loss,9.0,-1.05,0.04393673110720808,-1.1423550087873324,69.67545566704612,2.9545856470897286e-08,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 00:15:05+00:00,1756599305,7.949,7.949,8.18747,7.86951,win,2.0,2.95,3.711158636306444,0.8428733173984071,66.39967296481805,0.03386019993320537,./data/detections/detections.latest.jsonl,
XYO-USD,2025-08-31 00:16:49+00:00,1756599409,0.00986,0.00986,0.010155800000000001,0.0097614,loss,2.0,-1.05,-0.40567951318458695,-2.0283975659229236,7.471342898352404,-3.5163492590508056e-06,./data/detections/detections.latest.jsonl,
KEYCAT-USD,2025-08-31 00:18:06+00:00,1756599486,0.004761,0.004761,0.00490383,0.00471339,win,7.0,2.95,12.350346565847502,-0.42007981516486437,77.95105045215811,1.3945981871931053e-06,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 00:18:07+00:00,1756599487,8.198,8.198,8.443940000000001,8.11602,win,4.0,2.95,3.8789948767992133,-0.3415467187118826,75.74584915521231,0.05366616136989165,./data/detections/detections.latest.jsonl,
AURORA-USD,2025-08-31 00:18:27+00:00,1756599507,0.0802,0.0802,0.082606,0.079398,loss,24.0,-1.05,0.24937655860350905,-1.122194513715713,42.5300064254949,-1.8429552984312416e-05,./data/detections/detections.latest.jsonl,
PYTH-USD,2025-08-31 00:19:06+00:00,1756599546,0.1926,0.1926,0.198378,0.19067399999999998,win,38.0,2.95,3.063343717549327,-0.7788161993769527,56.41573677766764,0.0001337445940194144,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 00:22:00+00:00,1756599720,8.392,8.392,8.64376,8.308079999999999,win,3.0,2.95,3.288846520495703,-0.023832221163000433,76.26899639205894,0.06157550313678685,./data/detections/detections.latest.jsonl,
BERA-USD,2025-08-31 00:23:00+00:00,1756599780,2.706,2.706,2.78718,2.67894,loss,74.0,-1.05,1.330376940133049,-1.0347376201034764,63.652655536066746,0.00508134475148728,./data/detections/detections.latest.jsonl,
SKL-USD,2025-08-31 00:25:02+00:00,1756599902,0.0318,0.0318,0.032754000000000005,0.031482,loss,2.0,-1.05,-0.9433962264150941,-1.8867924528301994,41.29896989923783,1.3656803453768461e-05,./data/detections/detections.latest.jsonl,
CRO-USD,2025-08-31 00:27:00+00:00,1756600020,0.3123,0.3123,0.32166900000000004,0.30917700000000004,loss,4.0,-1.05,0.1280819724623683,-1.2808197246237607,54.48969609528912,0.00014643985843630658,./data/detections/detections.latest.jsonl,
PYTH-USD,2025-08-31 00:28:01+00:00,1756600081,0.193,0.193,0.19879000000000002,0.19107,win,32.0,2.95,3.4196891191709877,-0.31088082901555847,60.96071521300117,0.00020995671189658763,./data/detections/detections.latest.jsonl,
KEYCAT-USD,2025-08-31 00:31:01+00:00,1756600261,0.005283,0.005283,0.00544149,0.00523017,loss,1.0,-1.05,0.6814310051107331,-6.662880938860505,67.51361390130978,3.731046881028849e-05,./data/detections/detections.latest.jsonl,
TOWNS-USD,2025-08-31 00:33:00+00:00,1756600380,0.02714,0.02714,0.027954200000000002,0.0268686,loss,2.0,-1.05,0.07369196757553986,-1.6949152542372947,59.44998774899121,5.440527715792247e-05,./data/detections/detections.latest.jsonl,
XYO-USD,2025-08-31 00:34:37+00:00,1756600477,0.00977,0.00977,0.0100631,0.009672299999999998,timeout,,,1.1258955987717645,-0.4094165813715245,60.02462542414085,-9.288207728540745e-06,./data/detections/detections.latest.jsonl,
PYTH-USD,2025-08-31 00:35:00+00:00,1756600500,0.1956,0.1956,0.201468,0.19364399999999998,loss,5.0,-1.05,0.2556237218813928,-1.1247443762781195,68.85213926142367,0.000390823769394202,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 00:36:02+00:00,1756600562,0.0829,0.0829,0.085387,0.082071,win,2.0,2.95,3.44993968636913,0.7237635705669598,63.94174644982329,0.0005733989517955392,./data/detections/detections.latest.jsonl,
PYTH-USD,2025-08-31 00:46:01+00:00,1756601161,0.1965,0.1965,0.20239500000000002,0.194535,loss,27.0,-1.05,2.3918575063613057,-1.0178117048346036,66.62648258194315,0.00019377613102325962,./data/detections/detections.latest.jsonl,
NMR-USD,2025-08-31 00:47:03+00:00,1756601223,15.63,15.63,16.0989,15.473700000000001,timeout,,,1.407549584133072,-0.5118362124120313,68.95235273916421,0.023120491798054005,./data/detections/detections.latest.jsonl,
SXT-USD,2025-08-31 00:47:06+00:00,1756601226,0.0744,0.0744,0.07663199999999999,0.073656,timeout,,,0.26881720430107503,-0.9408602150537515,56.19606524664789,7.396558886409187e-05,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 00:50:13+00:00,1756601413,0.08572,0.08572,0.08829160000000001,0.0848628,loss,11.0,-1.05,2.426504899673354,-1.0732617825478297,66.24434283354937,0.000358082026446028,./data/detections/detections.latest.jsonl,
MNDE-USD,2025-08-31 00:51:00+00:00,1756601460,0.13769,0.13769,0.14182070000000002,0.1363131,loss,17.0,-1.05,2.5709928099353574,-1.7430459728375425,97.67011471751894,0.0005912412145808814,./data/detections/detections.latest.jsonl,
SAPIEN-USD,2025-08-31 00:51:05+00:00,1756601465,0.1603,0.1603,0.165109,0.158697,loss,14.0,-1.05,0.8109794135994886,-1.0605115408608867,68.69282060166745,0.000532621206416658,./data/detections/detections.latest.jsonl,
SKL-USD,2025-08-31 00:53:02+00:00,1756601582,0.0317,0.0317,0.032651,0.031383,loss,21.0,-1.05,0.9463722397476504,-1.2618296529968376,63.86126361548081,5.545122360080537e-05,./data/detections/detections.latest.jsonl,
PROMPT-USD,2025-08-31 00:54:00+00:00,1756601640,0.18441,0.18441,0.1899423,0.18256589999999998,timeout,,,1.512933138116157,-0.48804294777939905,66.83378654853696,0.00020687253165312255,./data/detections/detections.latest.jsonl,
KEYCAT-USD,2025-08-31 00:54:00+00:00,1756601640,0.005591,0.005591,0.00575873,0.0055350899999999995,win,1.0,2.95,3.630835270971211,-0.12520121624036706,70.52897053110529,-2.341218511257425e-06,./data/detections/detections.latest.jsonl,
AERO-USD,2025-08-31 00:56:00+00:00,1756601760,1.17589,1.17589,1.2111667000000002,1.1641311,win,58.0,2.95,3.107433518441338,-0.9490683652382481,94.4708815505271,0.003448437313292335,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 01:00:00+00:00,1756602000,8.31,8.31,8.5593,8.2269,loss,1.0,-1.05,-0.13237063778581692,-1.3598074608905053,45.58174875574344,0.004156541763789066,./data/detections/detections.latest.jsonl,
NCT-USD,2025-08-31 01:00:05+00:00,1756602005,0.02057,0.02057,0.0211871,0.020364300000000002,loss,3.0,-1.05,0.0972289742343202,-1.312591152163356,51.34770672671074,3.6503394743030824e-05,./data/detections/detections.latest.jsonl,
GRT-USD,2025-08-31 01:02:17+00:00,1756602137,0.0909,0.0909,0.093627,0.08999099999999999,timeout,,,0.8800880088008833,-0.22002200220021528,72.9864403491392,6.997111623794353e-05,./data/detections/detections.latest.jsonl,
POLS-USD,2025-08-31 01:07:39+00:00,1756602459,0.215,0.215,0.22145,0.21284999999999998,loss,16.0,-1.05,0.37209302325580396,-1.116279069767434,67.03063790630341,0.00026431437767961553,./data/detections/detections.latest.jsonl,
BIO-USD,2025-08-31 01:11:19+00:00,1756602679,0.16738,0.16738,0.1724014,0.1657062,loss,7.0,-1.05,0.13143744772374788,-1.0634484406739197,70.43403127807565,0.00011576588219790055,./data/detections/detections.latest.jsonl,
AERO-USD,2025-08-31 01:12:00+00:00,1756602720,1.19004,1.19004,1.2257412,1.1781396,loss,1.0,-1.05,0.3378037713017923,-1.8915330577123468,62.98113057929541,0.000170177955335837,./data/detections/detections.latest.jsonl,
API3-USD,2025-08-31 01:12:01+00:00,1756602721,1.149,1.149,1.18347,1.13751,win,49.0,2.95,3.1331592689294974,-0.5221932114882533,76.45428283344887,0.0026604310699920317,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 01:12:03+00:00,1756602723,0.08585,0.08585,0.0884255,0.0849915,win,5.0,2.95,3.156668608037272,-0.1630751310425227,61.886531747567666,0.00014066898059858865,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 01:18:01+00:00,1756603081,0.08818,0.08818,0.0908254,0.08729819999999999,loss,9.0,-1.05,2.0639600816511727,-1.2134270809707304,75.20521043192764,0.0004753608833994429,./data/detections/detections.latest.jsonl,
API3-USD,2025-08-31 01:24:00+00:00,1756603440,1.17,1.17,1.2051,1.1582999999999999,loss,2.0,-1.05,0.2564102564102555,-1.025641025641022,63.52306254873762,0.0008351367214106441,./data/detections/detections.latest.jsonl,
AERO-USD,2025-08-31 01:30:00+00:00,1756603800,1.19482,1.19482,1.2306646,1.1828718,timeout,,,1.4738621717078626,-0.8210441740178487,68.05794277824026,0.0008122084783584362,./data/detections/detections.latest.jsonl,
API3-USD,2025-08-31 01:32:00+00:00,1756603920,1.169,1.169,1.20407,1.15731,loss,4.0,-1.05,0.34217279726260763,-1.0265183917878562,57.759384349609974,-0.00037710097245331926,./data/detections/detections.latest.jsonl,
ALEPH-USD,2025-08-31 01:32:04+00:00,1756603924,0.0801,0.0801,0.082503,0.07929900000000001,timeout,,,1.7478152309613026,-0.9987515605493269,68.60119610858484,1.768398103376769e-05,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 01:33:02+00:00,1756603982,0.1831,0.1831,0.188593,0.181269,win,4.0,2.95,3.222282905516094,0.10922992900053163,47.65044258987252,8.766939836996838e-05,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 01:34:00+00:00,1756604040,0.0914,0.0914,0.094142,0.090486,loss,2.0,-1.05,0.0,-1.73960612691465,61.969302124498526,4.987397933302958e-05,./data/detections/detections.latest.jsonl,
ZORA-USD,2025-08-31 01:35:01+00:00,1756604101,0.07911,0.07911,0.08148330000000001,0.0783189,timeout,,,1.339906459360396,-0.8342813803564608,74.28532729889517,0.00018962843646838968,./data/detections/detections.latest.jsonl,
MAMO-USD,2025-08-31 01:35:57+00:00,1756604157,0.12546,0.12546,0.1292238,0.1242054,loss,4.0,-1.05,1.1796588554120913,-1.2035708592379901,63.336686400222625,0.00011950283761747444,./data/detections/detections.latest.jsonl,
IP-USD,2025-08-31 01:36:01+00:00,1756604161,7.964,7.964,8.20292,7.88436,timeout,,,1.4942240080361602,-0.9291813159216566,48.31302984912614,0.02117377930683398,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 01:38:20+00:00,1756604300,0.189,0.189,0.19467,0.18711,win,2.0,2.95,4.1798941798941724,0.846560846560851,68.33040821080158,0.0011256795664628184,./data/detections/detections.latest.jsonl,
SAPIEN-USD,2025-08-31 01:41:00+00:00,1756604460,0.1619,0.1619,0.166757,0.16028099999999998,loss,45.0,-1.05,2.5324274243360145,-1.0500308832612548,80.4178100271738,0.0005320737173626441,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 01:41:23+00:00,1756604483,0.196,0.196,0.20188,0.19404000000000002,loss,1.0,-1.05,-1.0714285714285787,-1.9387755102040827,62.8783934524539,0.0012846716689271878,./data/detections/detections.latest.jsonl,
PROVE-USD,2025-08-31 01:44:02+00:00,1756604642,0.9865,0.9865,1.016095,0.976635,timeout,,,-0.010136847440445074,-0.7602635580334582,71.34034380122182,0.0006837197270779093,./data/detections/detections.latest.jsonl,
IDEX-USD,2025-08-31 01:44:24+00:00,1756604664,0.0274,0.0274,0.028222,0.027126,loss,10.0,-1.05,1.4598540145985384,-1.0948905109489093,69.02341775848691,5.2438866609761926e-05,./data/detections/detections.latest.jsonl,
ZORA-USD,2025-08-31 01:47:00+00:00,1756604820,0.07939,0.07939,0.0817717,0.0785961,loss,17.0,-1.05,0.9824914976697352,-1.0958559012470004,74.58229129350507,0.0001032447041893364,./data/detections/detections.latest.jsonl,
KARRAT-USD,2025-08-31 01:48:12+00:00,1756604892,0.0608,0.0608,0.062624,0.060192,loss,1.0,-1.05,-0.164473684210531,-1.8092105263157854,77.73099131463582,0.00018927606634549512,./data/detections/detections.latest.jsonl,
EDGE-USD,2025-08-31 01:48:15+00:00,1756604895,0.44737,0.44737,0.4607911,0.44289629999999997,loss,9.0,-1.05,0.9634083644410651,-1.4484654760042015,69.7951387680022,0.00024494329646561905,./data/detections/detections.latest.jsonl,
KEYCAT-USD,2025-08-31 01:49:43+00:00,1756604983,0.005495,0.005495,0.00565985,0.00544005,win,3.0,2.95,4.713375796178343,0.6915377616014462,54.66502294355196,9.47097522582086e-06,./data/detections/detections.latest.jsonl,
DIMO-USD,2025-08-31 01:50:03+00:00,1756605003,0.09199,0.09199,0.0947497,0.0910701,loss,2.0,-1.05,-0.010870746820301758,-1.0327209479291333,65.18500995604114,0.00015577380496606744,./data/detections/detections.latest.jsonl,
AERO-USD,2025-08-31 01:51:02+00:00,1756605062,1.20414,1.20414,1.2402642,1.1920986,loss,15.0,-1.05,0.6884581527064837,-1.155181291211993,71.74160955506824,0.0013897222311722367,./data/detections/detections.latest.jsonl,
LOKA-USD,2025-08-31 01:53:00+00:00,1756605180,0.2097,0.2097,0.21599100000000002,0.20760299999999998,loss,1.0,-1.05,-1.0014306151645114,-14.926084883166425,57.46926816732491,0.0006854403363552222,./data/detections/detections.latest.jsonl,
